Date,Brand,SKU,Recommended Price
24/01/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
31/01/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
31/01/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
31/01/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
31/01/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
31/01/2016,BECKS,6 Pk 12 Oz Glass,11.99
31/01/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
31/01/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
31/01/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
31/01/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
31/01/2016,BUDWEISER,6 Pk 12 Oz Glass,11.99
31/01/2016,COORS LIGHT,6 Pk 12 Oz Glass,11.49
31/01/2016,MILLER LITE,12 Pk 12 Oz Glass,12.49
31/01/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
31/01/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.49
31/01/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
31/01/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
31/01/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
31/01/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
31/01/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.99
31/01/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
07/02/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
07/02/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
07/02/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
07/02/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
07/02/2016,BECKS,6 Pk 12 Oz Glass,10.99
07/02/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
07/02/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
07/02/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
07/02/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
07/02/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
07/02/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
07/02/2016,MILLER LITE,12 Pk 12 Oz Glass,12.49
07/02/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
07/02/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
07/02/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
07/02/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
07/02/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
07/02/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
07/02/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
07/02/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
14/02/2016,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
14/02/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
14/02/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
14/02/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
14/02/2016,BECKS,6 Pk 12 Oz Glass,10.99
14/02/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
14/02/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
14/02/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
14/02/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
14/02/2016,BUDWEISER,6 Pk 12 Oz Glass,9.49
14/02/2016,COORS LIGHT,6 Pk 12 Oz Glass,11.49
14/02/2016,MILLER LITE,12 Pk 12 Oz Glass,13.49
14/02/2016,MILLER LITE,12 Pk 12 Oz Can,13.49
14/02/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
14/02/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
14/02/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
14/02/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
14/02/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
14/02/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
14/02/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
21/02/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
21/02/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
21/02/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
21/02/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
21/02/2016,BECKS,6 Pk 12 Oz Glass,11.99
21/02/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
21/02/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
21/02/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
21/02/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
21/02/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
21/02/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
21/02/2016,MILLER LITE,12 Pk 12 Oz Glass,13.99
21/02/2016,MILLER LITE,12 Pk 12 Oz Can,13.99
21/02/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
21/02/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
21/02/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
21/02/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
21/02/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
21/02/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
21/02/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
28/02/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
28/02/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
28/02/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
28/02/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
28/02/2016,BECKS,6 Pk 12 Oz Glass,11.99
28/02/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
28/02/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
28/02/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
28/02/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
28/02/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
28/02/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
28/02/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
28/02/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
28/02/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
28/02/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
28/02/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
28/02/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
28/02/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
28/02/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
28/02/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
06/03/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
06/03/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
06/03/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
06/03/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
06/03/2016,BECKS,6 Pk 12 Oz Glass,11.49
06/03/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
06/03/2016,MILLER LITE,6 Pk 12 Oz Glass,9.49
06/03/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
06/03/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
06/03/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
06/03/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
06/03/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
06/03/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
06/03/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
06/03/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
06/03/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
06/03/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
06/03/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
06/03/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
06/03/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.99
13/03/2016,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
13/03/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
13/03/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
13/03/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
13/03/2016,BECKS,6 Pk 12 Oz Glass,11.49
13/03/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
13/03/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
13/03/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
13/03/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
13/03/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
13/03/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
13/03/2016,MILLER LITE,12 Pk 12 Oz Glass,12.99
13/03/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
13/03/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
13/03/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
13/03/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
13/03/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
13/03/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
13/03/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
13/03/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
20/03/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
20/03/2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
20/03/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
20/03/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
20/03/2016,BECKS,6 Pk 12 Oz Glass,11.49
20/03/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
20/03/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
20/03/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
20/03/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
20/03/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
20/03/2016,COORS LIGHT,6 Pk 12 Oz Glass,9.99
20/03/2016,MILLER LITE,12 Pk 12 Oz Glass,13.99
20/03/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
20/03/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
20/03/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
20/03/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
20/03/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.99
20/03/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
20/03/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.99
20/03/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
27/03/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
27/03/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
27/03/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
27/03/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
27/03/2016,BECKS,6 Pk 12 Oz Glass,11.49
27/03/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
27/03/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
27/03/2016,BUD LIGHT,6 Pk 12 Oz Glass,9.99
27/03/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
27/03/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
27/03/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
27/03/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
27/03/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
27/03/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
27/03/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
27/03/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
27/03/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.49
27/03/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
27/03/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
27/03/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
03/04/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
03/04/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
03/04/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
03/04/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
03/04/2016,BECKS,6 Pk 12 Oz Glass,11.99
03/04/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
03/04/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
03/04/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
03/04/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
03/04/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
03/04/2016,COORS LIGHT,6 Pk 12 Oz Glass,9.99
03/04/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
03/04/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
03/04/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
03/04/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
03/04/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
03/04/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
03/04/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
03/04/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
03/04/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
10/04/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
10/04/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
10/04/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
10/04/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
10/04/2016,BECKS,6 Pk 12 Oz Glass,11.99
10/04/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
10/04/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
10/04/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
10/04/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,9.99
10/04/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
10/04/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
10/04/2016,MILLER LITE,12 Pk 12 Oz Glass,12.49
10/04/2016,MILLER LITE,12 Pk 12 Oz Can,13.49
10/04/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
10/04/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
10/04/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
10/04/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
10/04/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
10/04/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.49
10/04/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
17/04/2016,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
17/04/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
17/04/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
17/04/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
17/04/2016,BECKS,6 Pk 12 Oz Glass,11.99
17/04/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
17/04/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
17/04/2016,BUD LIGHT,6 Pk 12 Oz Glass,9.99
17/04/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
17/04/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
17/04/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
17/04/2016,MILLER LITE,12 Pk 12 Oz Glass,14.49
17/04/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
17/04/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
17/04/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
17/04/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
17/04/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
17/04/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
17/04/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
17/04/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
24/04/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
24/04/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
24/04/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
24/04/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
24/04/2016,BECKS,6 Pk 12 Oz Glass,11.99
24/04/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
24/04/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
24/04/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
24/04/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
24/04/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
24/04/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
24/04/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
24/04/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
24/04/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
24/04/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
24/04/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
24/04/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
24/04/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
24/04/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.99
24/04/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
01/05/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
01/05/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
01/05/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
01/05/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
01/05/2016,BECKS,6 Pk 12 Oz Glass,11.49
01/05/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
01/05/2016,MILLER LITE,6 Pk 12 Oz Glass,9.49
01/05/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
01/05/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,9.49
01/05/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
01/05/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
01/05/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
01/05/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
01/05/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
01/05/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
01/05/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
01/05/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.99
01/05/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
01/05/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
01/05/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
08/05/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
08/05/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
08/05/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
08/05/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
08/05/2016,BECKS,6 Pk 12 Oz Glass,11.49
08/05/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
08/05/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
08/05/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
08/05/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
08/05/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
08/05/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
08/05/2016,MILLER LITE,12 Pk 12 Oz Glass,14.49
08/05/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
08/05/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
08/05/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
08/05/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
08/05/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
08/05/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
08/05/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
08/05/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
15/05/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
15/05/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
15/05/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
15/05/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
15/05/2016,BECKS,6 Pk 12 Oz Glass,11.99
15/05/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
15/05/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
15/05/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
15/05/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
15/05/2016,BUDWEISER,6 Pk 12 Oz Glass,9.49
15/05/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
15/05/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
15/05/2016,MILLER LITE,12 Pk 12 Oz Can,13.99
15/05/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
15/05/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
15/05/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
15/05/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
15/05/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
15/05/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
15/05/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
22/05/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
22/05/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
22/05/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
22/05/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
22/05/2016,BECKS,6 Pk 12 Oz Glass,11.49
22/05/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
22/05/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
22/05/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
22/05/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,9.99
22/05/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
22/05/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
22/05/2016,MILLER LITE,12 Pk 12 Oz Glass,14.49
22/05/2016,MILLER LITE,12 Pk 12 Oz Can,13.49
22/05/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
22/05/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
22/05/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
22/05/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
22/05/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
22/05/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
22/05/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
29/05/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
29/05/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
29/05/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
29/05/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
29/05/2016,BECKS,6 Pk 12 Oz Glass,11.99
29/05/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
29/05/2016,MILLER LITE,6 Pk 12 Oz Glass,9.99
29/05/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
29/05/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
29/05/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
29/05/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
29/05/2016,MILLER LITE,12 Pk 12 Oz Glass,13.99
29/05/2016,MILLER LITE,12 Pk 12 Oz Can,13.49
29/05/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
29/05/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
29/05/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
29/05/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
29/05/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
29/05/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.99
29/05/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
05/06/2016,CORONA EXTRA,6 Pk 12 Oz Glass,11.49
05/06/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
05/06/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
05/06/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
05/06/2016,BECKS,6 Pk 12 Oz Glass,11.49
05/06/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
05/06/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
05/06/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
05/06/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
05/06/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
05/06/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
05/06/2016,MILLER LITE,12 Pk 12 Oz Glass,13.49
05/06/2016,MILLER LITE,12 Pk 12 Oz Can,13.99
